'Agency Name','Days after Jan 1','Hours past Midnight','Route Type','Related Non-Motorist','Collision Type',Weather,'Surface Condition',Light,'Traffic Control','Driver Substance Abuse','Non-Motorist Substance Abuse','Pedestrian Movement','Pedestrian Actions','Pedestrian Location','At Fault','Safety Equipment','Lat- Normalized','Long- Normalized','Injury Severity'
ROCKVILLE,45633,23.283,Municipality,Pedestrian,'Single Vehicle',Cloudy,Dry,'Dark - Lighted','STOP SIGN','None Detected','ALCOHOL PRESENT','Cross/Enter at Intersection',None,SHOULDER,No,None,0.600411,0.893947,'Suspected Minor Injury'
MONTGOMERY,43563,21.083,County,Pedestrian,'Single Vehicle',Cloudy,Dry,'Dark - Lighted','NO CONTROLS','None Detected','ALCOHOL PRESENT','Cross/Enter at Intersection','NOT VISIBLE','ON ROADWAY AT CROSSWALK',Yes,None,0.557197,0.938177,'Suspected Minor Injury'
MONTGOMERY,42842,10.683,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.495592,0.950474,'Suspected Minor Injury'
ROCKVILLE,42688,18.933,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','NOT VISIBLE','ON ROADWAY AT CROSSWALK',Yes,None,0.62392,0.893857,'Suspected Minor Injury'
MONTGOMERY,44211,18.733,Municipality,Pedestrian,'STRAIGHT MOVEMENT ANGLE',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.65228,0.857156,'Suspected Minor Injury'
ROCKVILLE,43684,19.283,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Dawn,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.582438,0.906038,'Suspected Minor Injury'
MONTGOMERY,45379,7.083,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Dawn,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.525013,0.959509,'Suspected Minor Injury'
MONTGOMERY,45541,20,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','ON ROADWAY AT CROSSWALK',Yes,None,0.583964,0.936855,'Suspected Minor Injury'
TAKOMA,45611,17.45,'Maryland (State)',' PEDALCYCLIST','Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.488756,0.965276,'Suspected Minor Injury'
ROCKVILLE,44908,18.083,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.610654,0.890758,'Suspected Minor Injury'
MONTGOMERY,44467,11.9,County,Pedestrian,'Single Vehicle',Cloudy,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.530122,0.921916,'Suspected Minor Injury'
MONTGOMERY,42959,13.833,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.535011,0.954018,'Possible Injury'
GAITHERSBURG,44767,15.467,County,Pedestrian,'STRAIGHT MOVEMENT ANGLE',Rain,Wet,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.672715,0.869089,'Suspected Minor Injury'
MONTGOMERY,42410,19.35,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','NOT VISIBLE',MEDIAN,No,None,0.703514,0.842836,'Suspected Minor Injury'
MONTGOMERY,45402,13.517,County,Pedestrian,'STRAIGHT MOVEMENT ANGLE',Rain,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',Inattentive,'ON ROADWAY AT CROSSWALK',No,None,0.629263,0.927463,'Suspected Minor Injury'
MONTGOMERY,45643,17.717,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.506382,0.948271,'Possible Injury'
TAKOMA,43112,9.75,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,'NOT VISIBLE',SHOULDER,No,None,0.48984,0.954488,'No Apparent Injury'
GAITHERSBURG,42778,3.567,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','ALCOHOL CONTRIBUTED','ALCOHOL PRESENT','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.673656,0.874934,'Suspected Minor Injury'
MONTGOMERY,42712,10.833,County,Pedestrian,'SAME DIRECTION LEFT TURN',Cloudy,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected',Standing,None,SIDEWALK,No,None,0.728865,0.876188,'Possible Injury'
MONTGOMERY,44807,12.85,County,' CONVEYANCE','Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'INSIDE BUILDING',No,None,0.610054,0.937828,'No Apparent Injury'
MONTGOMERY,42713,9.283,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.645398,0.849894,'Suspected Minor Injury'
MONTGOMERY,43384,9.683,'Maryland (State)',Bicyclist,'Single Vehicle',Cloudy,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.684224,0.931131,'Suspected Minor Injury'
MONTGOMERY,44414,13.517,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,Yes,0.490724,0.926904,'Suspected Minor Injury'
MONTGOMERY,43551,19.833,County,Pedestrian,'SAME DIR REAR END',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.715407,0.868261,'No Apparent Injury'
ROCKVILLE,45597,20.833,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.610497,0.892815,'Possible Injury'
MONTGOMERY,43034,19,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.685841,0.873383,'Possible Injury'
MONTGOMERY,43522,17.117,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',Dart/Dash,'AT AT INTERSECTION MARKED CROSSWALK',Yes,None,0.556895,0.964779,'Suspected Serious Injury'
ROCKVILLE,45466,18.083,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.645215,0.886344,'Possible Injury'
MONTGOMERY,43469,17.467,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.558427,0.939318,'Suspected Serious Injury'
MONTGOMERY,43806,6.75,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Dawn,PERSON,'None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',Yes,None,0.617497,0.925395,'Possible Injury'
MONTGOMERY,42725,9.867,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.513023,0.955962,'No Apparent Injury'
MONTGOMERY,43454,12.083,County,Pedestrian,'Single Vehicle',Cloudy,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.505507,0.949777,'Suspected Minor Injury'
MONTGOMERY,45309,17,County,Pedestrian,'SAME DIRECTION RIGHT TURN',Cloudy,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.520268,0.91904,'Possible Injury'
GAITHERSBURG,44709,13.583,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,'ENTERING EXITING PARKED STANDING VEHICLE','ON ROADWAY AT CROSSWALK',Yes,None,0.680847,0.867848,'Suspected Minor Injury'
MONTGOMERY,43862,19.333,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.610595,0.893197,'Possible Injury'
MONTGOMERY,42694,17.883,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.575497,0.909849,'Suspected Minor Injury'
MONTGOMERY,42710,17.683,Municipality,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.581115,0.907404,'Fatal Injury'
ROCKVILLE,43453,8.55,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.624711,0.89055,'Suspected Minor Injury'
MONTGOMERY,45453,13.033,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','AT AT INTERSECTION MARKED CROSSWALK',No,None,0.663897,0.852557,'Suspected Minor Injury'
MONTGOMERY,44350,17.467,'Maryland (State)',Bicyclist,'Single Vehicle',Cloudy,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Walking/Cycling on Sidewalk',None,'ON ROADWAY AT CROSSWALK',No,None,0.509151,0.912618,'Possible Injury'
MONTGOMERY,45410,12.333,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.533664,0.971867,'Suspected Serious Injury'
MONTGOMERY,45587,20,'Maryland (State)',Pedestrian,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.502622,0.959724,'Suspected Minor Injury'
MONTGOMERY,42875,21.15,County,Pedestrian,'Single Vehicle',Cloudy,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','ALCOHOL PRESENT','Cross/Enter Not at Intersection',Dart/Dash,'DRIVEWAY ACCESS MARKED CROSSWALK',Yes,None,0.698233,0.887482,'Suspected Minor Injury'
MONTGOMERY,43070,14.517,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','ON ROADWAY AT CROSSWALK',Yes,Yes,0.732897,0.841853,'Suspected Minor Injury'
MONTGOMERY,42439,14.367,County,Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.566546,0.910614,'Suspected Serious Injury'
MONTGOMERY,42133,13.017,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.555486,0.942318,'Possible Injury'
MONTGOMERY,44347,15.183,'US (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter Not at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.508114,0.948762,'Suspected Minor Injury'
MONTGOMERY,42960,14.95,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.535019,0.954006,'Possible Injury'
MONTGOMERY,43071,11,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Cycling on Sidewalk',None,SIDEWALK,No,None,0.501331,0.948874,'Suspected Minor Injury'
MONTGOMERY,42897,15.5,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Walking/Riding w/Traffic',None,'IN BIKEWAY',No,Yes,0.62682,0.867268,'Suspected Minor Injury'
MONTGOMERY,45602,17.533,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO YIELD RIGHT OF WAY','ON ROADWAY AT CROSSWALK',Yes,None,0.522694,0.874039,'Suspected Serious Injury'
MONTGOMERY,43510,18.333,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Not Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','NOT VISIBLE','AT AT INTERSECTION MARKED CROSSWALK',No,None,0.693739,0.839191,'Suspected Minor Injury'
MONTGOMERY,44009,14.25,County,Bicyclist,'ANGLE MEETS RIGHT TURN',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY NOT AT CROSSWALK',No,Yes,0.508131,0.920918,'Suspected Minor Injury'
MONTGOMERY,42681,20.017,'Maryland (State)',Bicyclist,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','ILLEGAL DRUG PRESENT','Cross/Enter at Intersection','NOT VISIBLE','AT INTERSECTION BUT NO CROSSWALK',No,None,0.696921,0.836691,'Suspected Minor Injury'
TAKOMA,43006,16.933,Municipality,'Bicyclist  Pedestrian','SAME DIRECTION RIGHT TURN',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,SIDEWALK,No,None,0.49329,0.954424,'No Apparent Injury'
MONTGOMERY,44834,17.367,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.690463,0.843296,'Suspected Minor Injury'
MONTGOMERY,42836,20.5,County,Pedestrian,'Single Vehicle',Cloudy,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.557067,0.938151,'No Apparent Injury'
MONTGOMERY,45485,16.2,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Getting off/on Vehicle','ENTERING EXITING PARKED STANDING VEHICLE',SHOULDER,Yes,None,0.547115,0.926465,'Suspected Minor Injury'
MONTGOMERY,44778,22.65,'Maryland (State)',Bicyclist,'SAME DIR REAR END',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.691898,0.88918,'Possible Injury'
MONTGOMERY,42361,19.017,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.643742,0.867414,'Suspected Minor Injury'
MONTGOMERY,44532,14.033,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','AT INTERSECTION BUT NO CROSSWALK',Yes,None,0.627358,0.927427,'Suspected Serious Injury'
MONTGOMERY,44911,15.05,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',' Working',None,'ON ROADWAY AT CROSSWALK',No,Yes,0.642619,0.865148,'Possible Injury'
MONTGOMERY,44657,8.367,County,Pedestrian,'Single Vehicle',Rain,Wet,Daylight,'NO CONTROLS','None Detected','None Detected',Standing,None,'ON ROADWAY AT CROSSWALK',No,None,0.536706,0.914384,'Fatal Injury'
GAITHERSBURG,42349,18.833,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','IN ROADWAY IMPROPERLY','AT INTERSECTION BUT NO CROSSWALK',Yes,None,0.657163,0.87375,'Suspected Minor Injury'
MONTGOMERY,44032,16,County,Bicyclist,'Single Vehicle',Clear,Dry,Daylight,'YIELD SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'AT INTERSECTION BUT NO CROSSWALK',No,None,0.598005,0.961349,'Suspected Minor Injury'
MONTGOMERY,42977,20,County,Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.538146,0.903986,'Suspected Serious Injury'
ROCKVILLE,44884,15.233,Municipality,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.590697,0.903127,'Suspected Minor Injury'
MONTGOMERY,45357,19.25,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection','IN ROADWAY IMPROPERLY','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.51087,0.92483,'Possible Injury'
MONTGOMERY,44861,13.133,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',Dart/Dash,'OUTSIDE RIGHT OF WAY',Yes,None,0.594802,0.911275,'Suspected Minor Injury'
MONTGOMERY,44021,20.5,'Maryland (State)',Bicyclist,'STRAIGHT MOVEMENT ANGLE',Clear,Dry,'Dark - Not Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','ON ROADWAY AT CROSSWALK',No,None,0.466367,0.909519,'No Apparent Injury'
ROCKVILLE,42738,7.583,Municipality,Pedestrian,'STRAIGHT MOVEMENT ANGLE',Rain,Wet,Dawn,'NO CONTROLS','None Detected','None Detected','Walking to/from school',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.600003,0.880471,'Possible Injury'
MONTGOMERY,42070,17.117,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.539043,0.895791,'Suspected Minor Injury'
ROCKVILLE,42801,19.933,County,Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'AT AT INTERSECTION MARKED CROSSWALK',No,None,0.595157,0.911374,'Possible Injury'
MONTGOMERY,43858,8.9,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.528732,0.939862,'Possible Injury'
MONTGOMERY,42427,14.633,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter Not at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.607776,0.926375,'Suspected Minor Injury'
GAITHERSBURG,43354,4.983,'Maryland (State)',Pedestrian,'Single Vehicle',Rain,Wet,'Dark - Lighted','FLASHING TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection','NOT VISIBLE','ON ROADWAY AT CROSSWALK',No,None,0.666924,0.876027,'Suspected Minor Injury'
GAITHERSBURG,43146,20.7,Municipality,Bicyclist,'Single Vehicle',Clear,Dry,'Dark - Lighted','STOP SIGN','None Detected','None Detected','Cross/Enter at Intersection','FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER','ON ROADWAY NOT AT CROSSWALK',Yes,None,0.508537,0.912352,'Suspected Minor Injury'
MONTGOMERY,43612,16.217,County,Pedestrian,'Single Vehicle',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected',Playing,'IN ROADWAY IMPROPERLY','ON ROADWAY AT CROSSWALK',Yes,Yes,0.559194,0.906372,'Suspected Minor Injury'
TAKOMA,44340,15.483,County,Pedestrian,'Single Vehicle',Rain,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY NOT AT CROSSWALK',No,None,0.49895,0.965169,'Possible Injury'
MONTGOMERY,42999,9.933,County,Bicyclist,'SAME DIRECTION LEFT TURN',Clear,Dry,Daylight,'NO CONTROLS','None Detected','None Detected','Walking/Riding w/Traffic',None,'ON ROADWAY AT CROSSWALK',Yes,Yes,0.706802,0.924978,'Suspected Serious Injury'
MONTGOMERY,42509,21.667,'Maryland (State)',Pedestrian,'Single Vehicle',Clear,Dry,'Dark - Lighted','TRAFFIC SIGNAL','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.510713,0.96277,'Suspected Minor Injury'
MONTGOMERY,42025,19.233,County,Pedestrian,'Single Vehicle',Cloudy,Dry,'Dark - Not Lighted','NO CONTROLS','None Detected','None Detected','Cross/Enter at Intersection',None,'ON ROADWAY AT CROSSWALK',No,None,0.724303,0.876434,'Possible Injury'
